Query ID	Neighbor ID	Neighbor Pfam	SSN Query Cluster #	SSN Query Cluster Color	Query-Neighbor Distance	Query-Neighbor Directions
A0A1T2KSL5	A0A1T2KSZ1	PF00361	1	#FF0000	01	complement-complement
A0A1T2L0N5	A0A1T2L0K1	PF00361	1	#FF0000	03	complement-complement
A0A1T2L0N5	A0A1T2L0J9	PF00361	1	#FF0000	02	complement-complement
A0A1T2L0N5	A0A1T2L0K8	PF00361	1	#FF0000	01	complement-complement
G2FCR5	G2FCR2	PF00361	1	#FF0000	03	complement-complement
G2FCR5	G2FCR3	PF00361	1	#FF0000	02	complement-complement
G2FCR5	G2FCR6	PF00361	1	#FF0000	01	complement-complement
G2FCR5	G2FCT5	PF00361	1	#FF0000	20	complement-normal
A0A1W9NCK7	A0A1W9NCJ4	PF00361	1	#FF0000	01	normal-normal
A0A1W9NCK7	A0A1W9NCH2	PF00361	1	#FF0000	02	normal-normal
A0A1G5QYR9	A0A1G5QZF3	PF00361	1	#FF0000	03	complement-complement
A0A1G5QYR9	A0A1G5R0G6	PF00361	1	#FF0000	02	complement-complement
A0A1G5QYR9	A0A1G5QZG3	PF00361	1	#FF0000	01	complement-complement
A0A1H6F3A9	A0A1H6F597	PF00361	1	#FF0000	01	normal-normal
A0A1H6F3A9	A0A1H6F369	PF00361	1	#FF0000	08	normal-normal
A0A1H6F3A9	A0A1H6F5B0	PF00361	1	#FF0000	09	normal-normal
A0A1H6F3A9	A0A1H6F3C0	PF00361	1	#FF0000	10	normal-normal
A0A1H3XBL1	A0A1H3XAX1	PF00361	1	#FF0000	05	complement-complement
A0A1H3XBL1	A0A1H3XA25	PF00361	1	#FF0000	04	complement-complement
A0A1H3XBL1	A0A1H3X9E0	PF00361	1	#FF0000	01	complement-complement
A0A133XL35	A0A133XLY4	PF00361	1	#FF0000	01	normal-normal
A0A133XL35	A0A133XL83	PF00361	1	#FF0000	02	normal-normal
A0A133XL35	A0A133XL49	PF00361	1	#FF0000	03	normal-normal
Q47IK9	Q47IL0	PF00361	1	#FF0000	01	normal-normal
Q47IK9	Q47IK7	PF00361	1	#FF0000	02	normal-normal
Q47IK9	Q47IK6	PF00361	1	#FF0000	03	normal-normal
A0A2N2VRW7	A0A2N2VS60	PF00361	1	#FF0000	03	complement-complement
A0A2N2VRW7	A0A2N2VRX5	PF00361	1	#FF0000	02	complement-complement
A0A2N2VRW7	A0A2N2VS02	PF00361	1	#FF0000	01	complement-complement
A0A1R1I2R2	A0A1R1I2J5	PF00361	1	#FF0000	03	complement-complement
A0A1R1I2R2	A0A1R1I2C1	PF00361	1	#FF0000	02	complement-complement
A0A1R1I2R2	A0A1R1I2Q8	PF00361	1	#FF0000	01	complement-complement
A0A0J9EBB0	A0A0J9H2M7	PF00361	1	#FF0000	03	complement-complement
A0A0J9EBB0	A0A0J9EDW8	PF00361	1	#FF0000	02	complement-complement
A0A0J9EBB0	A0A0J9EAX6	PF00361	1	#FF0000	01	complement-complement
A0A1P8WFP4	A0A1P8WFR2	PF00361	1	#FF0000	02	normal-normal
F0SJL2	F0SJL0	PF00361	1	#FF0000	02	complement-complement
A0A225D7Y3	A0A225DKF2	PF00361	1	#FF0000	02	complement-complement
L0DK47	L0DK41	PF00361	1	#FF0000	02	normal-normal
A0A1I3HPB5	A0A1I3HPB7	PF00361	1	#FF0000	02	normal-normal
A0A2A2RZQ1	A0A2A2RZW4	PF00361	1	#FF0000	02	normal-normal
A0A1U7CW37	A0A1U7CW45	PF00361	1	#FF0000	02	normal-normal
A0A1U7GD98	A0A1U7GD72	PF00361	1	#FF0000	02	complement-complement
M5SUD1	M5STS7	PF00361	1	#FF0000	02	normal-normal
M5TVB4	M5U556	PF00361	1	#FF0000	02	normal-normal
A0A2A2WKD3	A0A2A2WJS8	PF00361	1	#FF0000	03	complement-complement
M5RLA8	M5RQC7	PF00361	1	#FF0000	03	complement-complement
M5RLA8	M5R9V0	PF00361	1	#FF0000	02	complement-complement
Q7UF65	Q7UF67	PF00361	1	#FF0000	02	complement-complement
A0A0J1EAF2	A0A0J1B6Y0	PF00361	1	#FF0000	02	complement-complement
A6C6N1	A6C6M9	PF00361	1	#FF0000	02	complement-complement
A0A255QQU4	A0A255QPQ7	PF00361	1	#FF0000	02	normal-normal
A0A142X7D5	A0A142X7D6	PF00361	1	#FF0000	02	normal-normal
D2R9J3	D2R9J1	PF00361	1	#FF0000	02	complement-complement
A0A142YCW0	A0A142YCY3	PF00361	1	#FF0000	02	normal-normal
A0A142Y957	A0A142Y998	PF00361	1	#FF0000	02	normal-normal
A0A2E0XBT2	A0A2E0XBM9	PF00361	1	#FF0000	02	complement-complement
A0A1S1R663	A0A1S1R658	PF00361	1	#FF0000	01	normal-normal
A0A1S1R663	A0A1S1R367	PF00361	1	#FF0000	02	normal-normal
A0A1S1RP96	A0A1S1RMB2	PF00361	1	#FF0000	02	normal-normal
A0A162JKY1	A0A166P473	PF00361	1	#FF0000	02	complement-complement
A0A162JKY1	A0A166QS41	PF00361	1	#FF0000	01	complement-complement
A0A1S1QPD9	A0A1S1QRG0	PF00361	1	#FF0000	02	complement-complement
A0A1S1QPD9	A0A1S1QQK7	PF00361	1	#FF0000	01	complement-complement
D3D4K9	D3D4K7	PF00361	1	#FF0000	02	complement-complement
D3D4K9	D3D4K8	PF00361	1	#FF0000	01	complement-complement
A8L4M3	A8L4M1	PF00361	1	#FF0000	02	complement-complement
A8L4M3	A8L4M2	PF00361	1	#FF0000	01	complement-complement
A0A239GVN3	A0A239GW22	PF00361	1	#FF0000	02	normal-normal
D1A4Y4	D1A4Y2	PF00361	1	#FF0000	02	complement-complement
D1A4Y4	D1A4Y3	PF00361	1	#FF0000	01	complement-complement
A0A0H5D4X6	A0A0H5CPQ8	PF00361	1	#FF0000	01	complement-complement
D0LNJ9	D0LNJ7	PF00361	1	#FF0000	02	complement-complement
A0A0C2DG66	A0A0C1ZMI8	PF00361	1	#FF0000	02	normal-normal
A0A143BPF1	A0A143BGZ5	PF00361	1	#FF0000	01	complement-complement
I0IRG3	I0IRG1	PF00361	1	#FF0000	02	normal-normal
J9ZE86	J9ZFS3	PF00361	1	#FF0000	01	complement-complement
A0A1E4NWW7	A0A1E4NWM6	PF00361	1	#FF0000	14	normal-normal
A0A1E4NWW7	A0A1E4NWR9	PF00361	1	#FF0000	11	normal-normal
A0A0P9C3F5	A0A0N8PMN7	PF00361	1	#FF0000	16	normal-complement
A0A257SS36	A0A257SQ42	PF00361	1	#FF0000	01	normal-normal
A0A1H9IPP7	A0A1H9IPJ2	PF00361	1	#FF0000	01	normal-normal
A0A1I4RQ11	A0A1I4RQR1	PF00361	1	#FF0000	01	complement-complement
A0A0S4LHF3	A0A0S4LGG7	PF00361	1	#FF0000	01	complement-complement
A0A1W9G613	A0A1W9G631	PF00361	1	#FF0000	01	normal-normal
A0A0S4L6D2	A0A0S4L6G3	PF00361	1	#FF0000	01	complement-complement
A0A1W1I2E8	A0A1W1I2C4	PF00361	1	#FF0000	01	normal-normal
A0A1W9IYX2	A0A1W9IYU6	PF00361	1	#FF0000	01	complement-complement
A0A0K2GK39	A0A0K2GJU2	PF00361	1	#FF0000	01	normal-normal
A0A0S4L9Q5	A0A0S4L6G3	PF00361	1	#FF0000	05	normal-complement
A0A0Q4DSJ5	A0A0Q4DRU4	PF00361	1	#FF0000	01	complement-complement
E8N7U0	E8N7T9	PF00361	1	#FF0000	01	normal-normal
A0A1G5SCD9	A0A1G5SCE6	PF00361	1	#FF0000	02	complement-complement
A0A1G5SCD9	A0A1G5SD01	PF00361	1	#FF0000	03	complement-complement
A0A1G5SCD9	A0A1G5SDE9	PF00361	1	#FF0000	06	complement-complement
A0A1H3NWY4	A0A1H3NWC1	PF00361	1	#FF0000	08	complement-complement
A0A1H3NWY4	A0A1H3NWN8	PF00361	1	#FF0000	05	complement-complement
A0A0C9PL53	A0A0C9PCJ1	PF00361	1	#FF0000	02	complement-normal
A0A0Q5TTT6	A0A0Q5TDZ5	PF00361	1	#FF0000	01	complement-complement
A0A1S1XY79	A0A1S1XY18	PF00361	1	#FF0000	01	normal-normal
A0A2S5PZK0	A0A2S5PZG2	PF00361	1	#FF0000	03	complement-complement
A0A2S5PZK0	A0A2S5PZA0	PF00361	1	#FF0000	06	complement-complement
V5BDU8	V5BYZ8	PF00361	1	#FF0000	02	normal-normal
V5BDU8	V5BDV3	PF00361	1	#FF0000	05	normal-normal
V5BDU8	V5DVT1	PF00361	1	#FF0000	06	normal-normal
H8GPU7	H8GPU8	PF00361	1	#FF0000	01	complement-normal
H8GPU7	H8GPV1	PF00361	1	#FF0000	04	complement-normal
H8GPU7	H8GPV2	PF00361	1	#FF0000	05	complement-normal
A0A1Y6CXW4	A0A1Y6CY32	PF00361	1	#FF0000	01	complement-complement
N9W0R1	N9WC74	PF00361	1	#FF0000	01	normal-normal
A0A1W9H9Y8	A0A1W9H9Z6	PF00361	1	#FF0000	01	complement-complement
A0A1W9HB45	A0A1W9HBI1	PF00361	1	#FF0000	01	complement-complement
A0A2V5E9H1	A0A2V5DVU2	PF00361	1	#FF0000	01	complement-complement
A0A1W2CFP6	A0A1W2CGH9	PF00361	1	#FF0000	01	normal-normal
Q2G5G2	Q2G5G1	PF00361	1	#FF0000	01	complement-complement
A0A0B9AFJ2	A0A0B8ZPF8	PF00361	1	#FF0000	01	complement-complement
H0DEG4	H0DEG3	PF00361	1	#FF0000	01	normal-normal
E3FX82	E3FX80	PF00361	1	#FF0000	02	complement-complement
E3FX82	E3FX81	PF00361	1	#FF0000	01	complement-complement
A0A2S5QIH3	A0A2S5QIH5	PF00361	1	#FF0000	01	complement-complement
A0A132MG54	A0A132MFZ3	PF00361	1	#FF0000	01	complement-complement
A0A1Q3SPE6	A0A1Q3SP72	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2I7N4G9	A0A2I7N4G1	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1S1WVV7	A0A1S1WVS5	PF00361-PF00662	1	#FF0000	01	normal-normal
Q7NT42	Q7NT41	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0U2QN05	A0A0U2ZKP3	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2S2E717	A0A2S2E728	PF00361-PF00662	1	#FF0000	01	complement-complement
M1F6F5	M1F8Z2	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A095VRV3	A0A095XWW6	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A098RHA2	A0A098RF58	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1G7UIU2	A0A1G7UJR6	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1I7BNY4	A0A1I7BNX7	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A291P688	A0A291P694	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1I6I557	A0A1I6I563	PF00361-PF00662	1	#FF0000	01	normal-normal
A4BLU1	A4BLU2	PF00361-PF00662	1	#FF0000	01	complement-complement
Q1N3C7	Q1N3C8	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A0F4P8B7	A0A0F4P530	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A222FI99	A0A222FHJ0	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A231HN82	A0A231HNQ9	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0X3UEY5	A0A0X3UGR4	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A074M8F0	A0A074M6N3	PF00361-PF00662	1	#FF0000	01	normal-normal
A3WEC3	A3WEC2	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A0N0K2Y8	A0A0N1BKE8	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A257G6P4	A0A257G6P2	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A0N1LGF5	A0A0N0K227	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1G3JX07	A0A1G3JVJ6	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1N7BMK1	A0A1N7BML9	PF00361-PF00662	1	#FF0000	01	complement-complement
A5G0Z4	A5G0Z5	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0P0NZ79	A0A0P0P000	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2R7LFS8	A0A2R7LFD7	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1I4D7G4	A0A1I4D7H5	PF00361-PF00662	1	#FF0000	01	complement-complement
Q13DE9	Q13DE8	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0F5Q142	A0A0F5Q0A4	PF00361-PF00662	1	#FF0000	01	complement-complement
B9JZ98	B9JZ99	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1M7D9H9	A0A1M7D9F4	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2U2CU83	A0A2U2CU85	PF00361-PF00662	1	#FF0000	01	complement-complement
Q160K9	Q160K8	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0P7YN68	A0A0P8C2F4	PF00361-PF00662	1	#FF0000	01	complement-complement
Q28SY7	Q28SY6	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A238J1Q0	A0A238J1E6	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0P0A9U2	A0A0P0A8J9	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A0F5FE63	A0A0F5FF08	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1Q9A8I8	A0A1Q9A8I6	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1W9JXW0	A0A1W9JXV9	PF00361-PF00662	1	#FF0000	01	normal-normal
D3P3I7	D3P3I8	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1C2E766	A0A1C2E7M5	PF00361-PF00662	1	#FF0000	01	complement-complement
D6V875	D6V876	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0F5LE65	A0A0F5LDR1	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1G7Y6L3	A0A1G7Y6T0	PF00361-PF00662	1	#FF0000	01	complement-complement
A8I0Y1	A8I0X8	PF00361-PF00662	1	#FF0000	01	normal-normal
B6IMM3	B6IMM2	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A0Q7I8V6	A0A0Q7IJP4	PF00361-PF00662	1	#FF0000	01	complement-complement
Q5H0S1	Q5H0S0	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2M8W6E0	A0A2M8W6D9	PF00361-PF00662	1	#FF0000	01	normal-normal
A4EHS2	A4EHS1	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A0Q0V9R5	A0A0Q0VB04	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1I6L525	A0A1I6L4I6	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1H3P3B8	A0A1H3P304	PF00361-PF00662	1	#FF0000	01	normal-normal
B7RH00	B7RH01	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A238LJQ6	A0A238LHJ0	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1H8GX46	A0A1H8GXB7	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1N7G2Z2	A0A1N7G2S8	PF00361-PF00662	1	#FF0000	01	complement-complement
E0MTC6	E0MTC7	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0P6ZZ54	A0A0P7AHM4	PF00361-PF00662	1	#FF0000	01	normal-normal
Q6N5H8	Q6N5H9	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2T0X2B9	A0A2T0X2M0	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2E2E116	A0A2E2E109	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1W2E841	A0A1W2E936	PF00361-PF00662	1	#FF0000	01	normal-normal
B0UBZ5	B0UBZ6	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0Q6ZNE5	A0A0Q6ZY68	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1Q9ADL5	A0A1Q9ADN1	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1Q8ZW73	A0A1Q8ZWK3	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1Y5TI75	A0A1Y5TNR2	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2G8R9G8	A0A2G8RAN0	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1B0ZP99	A0A1B0ZP96	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1I4PZU9	A0A1I4PZB8	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0X3TZM7	A0A0X3TZQ4	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0P1H4W1	A0A0P1H759	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1G6R0P5	A0A1G6R0R4	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2U2CAP2	A0A2U2CAP1	PF00361-PF00662	1	#FF0000	01	normal-normal
D0CPC5	D0CPC6	PF00361-PF00662	1	#FF0000	01	complement-complement
B7QZF3	B7QZF2	PF00361-PF00662	1	#FF0000	01	normal-normal
I7F4Z2	I7E6R0	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A0P7WGS9	A0A0P7VRW6	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0C9NDI8	A0A0C9N9D2	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A0Q8BSE8	A0A0Q8BSP8	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0N0K4I0	A0A0N1LIK4	PF00361-PF00662	1	#FF0000	01	complement-complement
I4W5N0	I4W5N1	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A081B8I3	A0A081B8I2	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A074MYW5	A0A074N108	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0P7WDS5	A0A0P7WQ61	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1A7BL60	A0A1A7BJK9	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1M7SA97	A0A1M7SB91	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A074MKM4	A0A074LVR6	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A109LNT6	A0A109LP05	PF00361-PF00662	1	#FF0000	01	complement-complement
A9D6L3	A9D6L4	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2G1QN58	A0A2G1QN07	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A238KEX4	A0A238KG55	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1Y5RUD0	A0A1Y5RVX3	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1N7N8G4	A0A1N7N8U1	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1N6GYA8	A0A1N6GY15	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0L6CTD8	A0A0L6CTP3	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2E6Y6T6	A0A2E6Y6S2	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A127CQV4	A0A127CR26	PF00361-PF00662	1	#FF0000	01	normal-normal
A0NXP3	A0NXP4	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A222F943	A0A222F860	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A257GNT2	A0A257GPW3	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A257EW46	A0A257EWE2	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1M7KPW0	A0A1M7KQ11	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2N4YC20	A0A2N4YBY5	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1N7N488	A0A1N7N478	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1H8C078	A0A1H8C0L9	PF00361-PF00662	1	#FF0000	01	complement-complement
K2JTV4	K2JWC8	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2M8MUY2	A0A2M8MV49	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2V2L704	A0A2V2LCZ1	PF00361-PF00662	1	#FF0000	15	normal-normal
A0A2V2L704	A0A2V2L6Z2	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A255YZ64	A0A255YZ86	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2N3EXC0	A0A2N3EWW9	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1H6VYG8	A0A1H6W9T0	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A285T5Z3	A0A285T601	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1H2SE30	A0A1H2SE44	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1H3WU10	A0A1H3WU37	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2S5JI27	A0A2S5JHE5	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1Y5S375	A0A1Y5S4S6	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1M7TC19	A0A1M7TC10	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1X4NHZ7	A0A1X4NI53	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1X4NZT0	A0A1X4NZL3	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1M5SGH7	A0A1M5SH60	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2U2N3I8	A0A2U2N2T8	PF00361-PF00662	1	#FF0000	01	complement-complement
U5T4D7	U5T0Z4	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2S0UR62	A0A2S0UKP3	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2T4YFE6	A0A2T4YFD1	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0W1QLZ0	A0A0W1QLY6	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2U0SFA3	A0A2U0SFF4	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A196N3F7	A0A196N4K7	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2K8K8N4	A0A2K8KD17	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2R8A6M5	A0A2R8A6P8	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A099TCM5	A0A099TFD1	PF00361-PF00662	1	#FF0000	01	complement-complement
F9ZLA3	F9ZLA2	PF00361-PF00662	1	#FF0000	01	normal-normal
F9ZLI8	F9ZLI9	PF00361-PF00662	1	#FF0000	01	complement-complement
G0JTA9	G0JTA8	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1C2IPF2	A0A1C2IPT6	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2I1DQC8	A0A2I1DQF6	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A0W1RRU5	A0A0W1RRT7	PF00361-PF00662	1	#FF0000	01	complement-complement
D0KWS7	D0KWS8	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1Z4VT14	A0A1Z4VT08	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A095B7Q0	A0A095B4N7	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A246JRN5	A0A246JT13	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1C2DP74	A0A1C2DNC2	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0D2VPQ5	A0A0D2WDY8	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A257KY57	A0A257KVE7	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1L3ZXK4	A0A1L3ZXL7	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2N3DCA4	A0A2N3DCA3	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0F5PEJ3	A0A0F5PBX7	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1Y2QWT6	A0A1Y2QVG2	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A257ENJ7	A0A257EPW6	PF00361-PF00662	1	#FF0000	01	normal-normal
A4YQE4	A4YQE3	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A0A8K3K8	A0A0A8K3Y7	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1I4AXD6	A0A1I4AXW2	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2T1HNN5	A0A2T1HNM6	PF00361-PF00662	1	#FF0000	01	complement-complement
A4Z142	A4Z143	PF00361-PF00662	1	#FF0000	01	complement-complement
A5V003	A5V004	PF00361-PF00662	1	#FF0000	01	complement-complement
A9WCK3	A9WCK4	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1U7JLQ9	A0A1U7JLV5	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1X7KH24	A0A1X7KGQ7	PF00361-PF00662	1	#FF0000	01	complement-complement
E4TLT9	E4TLT8	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2D8SL69	A0A2D8SL47	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2U2XD93	A0A2U2XD17	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1H6WGR4	A0A1H6WBH1	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1M7KFF8	A0A1M7KFH8	PF00361-PF00662	1	#FF0000	01	normal-normal
R7ZSY3	R7ZT52	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2R3Z4G3	A0A2R3Z4B6	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2P8CAN8	A0A2P8CAP3	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2G2FLH2	A0A2G2FK59	PF00361-PF00662	1	#FF0000	01	complement-complement
K9HAS4	K9GSG2	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0X7BEK2	A0A0X7BEJ9	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1C2FXF5	A0A1C2FX73	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2U3D613	A0A2U3D605	PF00361-PF00662	1	#FF0000	01	normal-normal
J9ZCX0	J9ZBR8	PF00361-PF00662	1	#FF0000	01	normal-normal
J9ZCX0	J9ZED9	PF00361-PF00662	1	#FF0000	06	normal-normal
J9ZDQ4	J9ZBR8	PF00361-PF00662	1	#FF0000	08	normal-normal
J9ZDQ4	J9ZED9	PF00361-PF00662	1	#FF0000	01	normal-normal
B7JB00	B7JB01	PF00361-PF00662	1	#FF0000	01	complement-complement
G0JL02	G0JL03	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1M4WPG7	A0A1M4WNY1	PF00361-PF00662	1	#FF0000	01	complement-complement
I0IMI9	I0IMJ0	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2S3QCJ4	A0A2S3QCL5	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A149W153	A0A149W169	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1Y0GAW9	A0A1Y0G967	PF00361-PF00662	1	#FF0000	01	normal-normal
I0IQG5	I0IQG6	PF00361-PF00662	1	#FF0000	01	complement-complement
F9U7C4	F9U7C5	PF00361-PF00662	1	#FF0000	01	complement-complement
G2E6S5	G2E6S4	PF00361-PF00662	1	#FF0000	01	normal-normal
V4JC32	V4J2Q7	PF00361-PF00662	1	#FF0000	01	complement-complement
V4L270	V4IML5	PF00361-PF00662	1	#FF0000	01	normal-normal
H8Z8C1	H8Z8C2	PF00361-PF00662	1	#FF0000	01	complement-complement
W0E2R0	W0DY22	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A191ZK07	A0A191ZDP4	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1A6C743	A0A1A6C728	PF00361-PF00662	1	#FF0000	15	complement-normal
A0A1A6C743	A0A1A6C731	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0R0LRU4	A0A0R0LRK9	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A139BR49	A0A139BS00	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1E4NX92	A0A1E4NWP8	PF00361-PF00662	1	#FF0000	06	normal-normal
