Query ID	Neighbor ID	Neighbor Pfam	SSN Query Cluster #	SSN Query Cluster Color	Query-Neighbor Distance	Query-Neighbor Directions
C6J138	C6J137	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A178PKZ0	A0A178PIH6	PF00361-PF00662	1	#FF0000	01	normal-normal
Q5HRV7	Q5HRV8	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A0N0Z5D7	A0A0N0Z5W9	PF00361-PF00662	1	#FF0000	02	complement-complement
A0A0C9NKZ5	A0A0C9Q199	PF00361-PF00662	1	#FF0000	02	normal-complement
I3IIT9	I3IIU5	PF00361-PF00662	1	#FF0000	06	normal-normal
A0A0D8FX39	A0A0D8FXU9	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1G9CTD0	A0A1G9CTJ8	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A263DD85	A0A263DDB5	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2T0Q589	A0A2T0Q590	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1L8QA74	A0A1L8QA69	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1G8SAE1	A0A1G8S986	PF00361-PF00662	1	#FF0000	01	complement-complement
S7W7A8	S7XNU7	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A095VNM6	A0A095VPF3	PF00361-PF00662	1	#FF0000	08	normal-normal
A0A2T4V2M6	A0A2T4V2M8	PF00361-PF00662	1	#FF0000	01	complement-complement
S9P4M1	S9QDJ4	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A250I8N1	A0A250I6T5	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A085WX01	A0A085WX02	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A0G2ZFB6	A0A0G2ZL35	PF00361-PF00662	1	#FF0000	01	complement-complement
L7U386	L7TZU8	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A017T271	A0A017T319	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A0K1E7A4	A0A0K1E7A2	PF00361-PF00662	1	#FF0000	01	normal-normal
A9FF39	A9FF34	PF00361-PF00662	1	#FF0000	01	complement-complement
S4Y0R5	S4Y1N8	PF00361-PF00662	1	#FF0000	01	complement-complement
A9G4L9	A9G4L5	PF00361-PF00662	1	#FF0000	01	complement-complement
S4Y3U3	S4XWH1	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0F6YGT8	A0A0F6W0B7	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1I1Z2S0	A0A1I1Z6B6	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1H3X8V8	A0A1H3XB83	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1H3X8V8	A0A1H3X9D6	PF00361-PF00662	1	#FF0000	01	complement-complement
I3BTI6	I3BTI7	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1A8XU77	A0A1A8XTN8	PF00361-PF00662	1	#FF0000	01	complement-complement
C7RLG2	C7RLG3	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A080M7L4	A0A080M7J6	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A011QKE7	A0A011PPX4	PF00361-PF00662	1	#FF0000	01	normal-normal
D5BYH1	D5BYH0	PF00361-PF00662	1	#FF0000	01	complement-complement
Q3JBP4	Q3JBP5	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A126T5Z3	A0A126T4Z8	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1W9JWM0	A0A1W9JVX8	PF00361-PF00662	1	#FF0000	01	normal-normal
G0A338	G0A337	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0C3NV80	A0A0C3MU10	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1H7H2N4	A0A1H7H151	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1Q4BND9	A0A1Q4BNF2	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1W6SNA8	A0A1W6SNA9	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1H3NWL5	A0A1H3NWJ1	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1H3NWL5	A0A1H3NXV2	PF00361-PF00662	1	#FF0000	05	complement-complement
A0A1G5SEM4	A0A1G5SCF2	PF00361-PF00662	1	#FF0000	06	complement-complement
A0A1G5SEM4	A0A1G5SCM5	PF00361-PF00662	1	#FF0000	01	complement-complement
V5C3U2	V5DVS4	PF00361-PF00662	1	#FF0000	02	normal-normal
V5C3U2	V5BUC8	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1H8IIY0	A0A1H8IKH9	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1I4FUM5	A0A1I4FUP3	PF00361-PF00662	1	#FF0000	01	normal-normal
F8GHY2	F8GHY1	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1R4HFK6	A0A1R4HG78	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A177NET2	A0A177NFJ6	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1S1XYJ7	A0A1S1XY38	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A172U4L1	A0A172UDY2	PF00361-PF00662	1	#FF0000	01	normal-normal
H8GPU9	H8GPU6	PF00361-PF00662	1	#FF0000	03	normal-complement
H8GPU9	H8GPV0	PF00361-PF00662	1	#FF0000	01	normal-normal
W6M1U6	W6M1U2	PF00361-PF00662	1	#FF0000	05	complement-complement
A0A1Y6CVU2	A0A1Y6CW74	PF00361-PF00662	1	#FF0000	01	complement-complement
Q60BG5	Q60BG4	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1E2UYE4	A0A1E2UY11	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1E2ZE23	A0A1E2ZE11	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1T2KSL5	A0A1T2KSK7	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1T2L0N5	A0A1T2L0P3	PF00361-PF00662	1	#FF0000	01	complement-complement
G2FCR5	G2FCR4	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1G5QYR9	A0A1G5QYX3	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1H6F3A9	A0A1H6F320	PF00361-PF00662	1	#FF0000	06	normal-normal
A0A1H3XBL1	A0A1H3XB83	PF00361-PF00662	1	#FF0000	03	complement-complement
A0A1H3XBL1	A0A1H3X9D6	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A133XL35	A0A133XL38	PF00361-PF00662	1	#FF0000	01	normal-normal
Q47IK9	Q47IK8	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2N2VRW7	A0A2N2VRX1	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1R1I2R2	A0A1R1I3B3	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0J9EBB0	A0A0J9EAW7	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1P8WFP4	A0A1P8WFN3	PF00361-PF00662	1	#FF0000	01	normal-normal
F0SJL2	F0SJL1	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A225D7Y3	A0A225D7U0	PF00361-PF00662	1	#FF0000	01	complement-complement
L0DK47	L0DII9	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1I3HPB5	A0A1I3HNR7	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2A2RZQ1	A0A2A2RZN3	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1U7CW37	A0A1U7CVZ6	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1U7GD98	A0A1U7GD70	PF00361-PF00662	1	#FF0000	01	complement-complement
M5SUD1	M5T4I7	PF00361-PF00662	1	#FF0000	01	normal-normal
M5TVB4	M5TUZ4	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2A2WKD3	A0A2A2WK84	PF00361-PF00662	1	#FF0000	02	complement-complement
M5RLA8	M5RAS3	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2G1W1R7	A0A2G1W2A6	PF00361-PF00662	1	#FF0000	01	complement-complement
Q7UF65	Q7UF66	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0J1EAF2	A0A0J1B7D5	PF00361-PF00662	1	#FF0000	01	complement-complement
A6C6N1	A6C6N0	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A255QQU4	A0A255QPP2	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A142X7D5	A0A142X6N7	PF00361-PF00662	1	#FF0000	01	normal-normal
D2R9J3	D2R9J2	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A142YCW0	A0A142YD27	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A142Y957	A0A142YAC0	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2E0XBT2	A0A2E0XBW5	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1S1RP96	A0A1S1RPI6	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A239GVN3	A0A239GVR6	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1H9SMC0	A0A1H9SK88	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2S6GXF9	A0A2S6GXD4	PF00361-PF00662	1	#FF0000	01	normal-normal
K0K425	K0K170	PF00361-PF00662	1	#FF0000	01	complement-complement
D0LNJ9	D0LNJ8	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0C2DG66	A0A0C2A5F9	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2G2CPL7	A0A2G2CPQ6	PF00361-PF00662	1	#FF0000	02	complement-complement
I2KA03	I2KA04	PF00361-PF00662	1	#FF0000	01	complement-complement
C1DU51	C1DU47	PF00361-PF00662	1	#FF0000	04	normal-normal
J9ZE86	J9ZEX0	PF00361-PF00662	1	#FF0000	02	complement-complement
A0A0K6HSN6	A0A0K6HSR8	PF00361-PF00662	1	#FF0000	02	complement-complement
D5X328	D5X326	PF00361-PF00662	1	#FF0000	02	normal-normal
Q1QFS3	Q1QFS9	PF00361-PF00662	1	#FF0000	06	normal-normal
Q1QFS3	Q1QFS5	PF00361-PF00662	1	#FF0000	02	normal-normal
Q1QFS7	Q1QFS9	PF00361-PF00662	1	#FF0000	02	normal-normal
Q1QFS7	Q1QFS5	PF00361-PF00662	1	#FF0000	02	normal-normal
A3WVW0	A3WVV7	PF00361-PF00662	1	#FF0000	02	complement-complement
A0A238D7K2	A0A238D7N1	PF00361-PF00662	1	#FF0000	02	normal-normal
Q0AHW4	Q0AHW6	PF00361-PF00662	1	#FF0000	02	normal-normal
A0A1E4NGC8	A0A1E4NG40	PF00361-PF00662	1	#FF0000	02	normal-normal
A0A259FF19	A0A259FEP2	PF00361-PF00662	1	#FF0000	02	normal-normal
A0A191ZGR6	A0A191ZGS1	PF00361-PF00662	1	#FF0000	02	normal-normal
D0KZ77	D0KZ79	PF00361-PF00662	1	#FF0000	02	complement-complement
A0A0W1RRM9	A0A0W1RRI1	PF00361-PF00662	1	#FF0000	02	complement-complement
A0A1E4NWW7	A0A1E4NWP8	PF00361-PF00662	1	#FF0000	02	normal-normal
A0A1E4NWW7	A0A1E4NWS0	PF00361-PF00662	1	#FF0000	03	normal-normal
A0A1M3GKI4	A0A1M3GKF1	PF00361-PF00662	1	#FF0000	02	complement-complement
Q3SFK3	Q3SFK1	PF00361-PF00662	1	#FF0000	02	complement-complement
A4BLJ5	A4BLJ3	PF00361-PF00662	1	#FF0000	02	normal-normal
A0A1Z4VPS3	A0A1Z4VPR4	PF00361-PF00662	1	#FF0000	02	complement-complement
A0A257SS36	A0A257SPT0	PF00361-PF00662	1	#FF0000	02	normal-normal
A0A0S2THZ0	A0A0S2T9Q6	PF00361-PF00662	1	#FF0000	02	complement-complement
A0A1H3ZAL0	A0A1H3ZAN1	PF00361-PF00662	1	#FF0000	01	normal-normal
I3BSU3	I3BSU5	PF00361-PF00662	1	#FF0000	02	complement-complement
A0A1A6C0K6	A0A1A6C0J5	PF00361-PF00662	1	#FF0000	02	normal-normal
A0A1U7DJ19	A0A1U7DMH1	PF00361-PF00662	1	#FF0000	02	normal-normal
A0A1C2IRK2	A0A1C2ILU0	PF00361-PF00662	1	#FF0000	02	normal-normal
A0A2I1DKH3	A0A2I1DKG2	PF00361-PF00662	1	#FF0000	02	normal-normal
G0JL81	G0JL83	PF00361-PF00662	1	#FF0000	02	complement-complement
F9ZLQ5	F9ZLQ3	PF00361-PF00662	1	#FF0000	02	normal-normal
A8UW32	A8UW29	PF00361-PF00662	1	#FF0000	03	normal-normal
A0A0U5IQ60	A0A0U5IQ62	PF00361-PF00662	1	#FF0000	03	normal-normal
V4JH30	V4IU70	PF00361-PF00662	1	#FF0000	03	complement-complement
A0A285P3L8	A0A285NYE1	PF00361-PF00662	1	#FF0000	01	normal-normal
D3SP01	D3SP02	PF00361-PF00662	1	#FF0000	01	complement-complement
W0DCR8	W0DH74	PF00361-PF00662	1	#FF0000	01	normal-normal
D3DIA8	D3DIA7	PF00361-PF00662	1	#FF0000	01	normal-normal
F2NMW0	F2NMV9	PF00361-PF00662	1	#FF0000	01	normal-normal
O67026	O67027	PF00361-PF00662	1	#FF0000	01	complement-complement
C6HUZ1	C6HUZ3	PF00361-PF00662	1	#FF0000	02	complement-complement
A0A1H9IPP7	A0A1H9IPG6	PF00361-PF00662	1	#FF0000	02	normal-normal
A0A1I4RQ11	A0A1I4RQU9	PF00361-PF00662	1	#FF0000	02	complement-complement
A0A0S4LHF3	A0A0S4LID3	PF00361-PF00662	1	#FF0000	02	complement-complement
A0A0S4LHF3	A0A0S4LFH1	PF00361-PF00662	1	#FF0000	03	complement-complement
A0A1W9G613	A0A1W9G665	PF00361-PF00662	1	#FF0000	03	normal-normal
A0A0S4L6D2	A0A0S4L6Z8	PF00361-PF00662	1	#FF0000	02	complement-complement
A0A0S4L6D2	A0A0S4LBS0	PF00361-PF00662	1	#FF0000	05	complement-normal
A0A1W1I2E8	A0A1W1I2E3	PF00361-PF00662	1	#FF0000	03	normal-normal
A0A1W1I2E8	A0A1W1I2E2	PF00361-PF00662	1	#FF0000	02	normal-normal
A0A1W9IYX2	A0A1W9IYS8	PF00361-PF00662	1	#FF0000	02	complement-complement
A0A1W9IYX2	A0A1W9IYW8	PF00361-PF00662	1	#FF0000	03	complement-complement
A0A0K2GK39	A0A0K2GKR9	PF00361-PF00662	1	#FF0000	02	normal-normal
D8P966	D8P964	PF00361-PF00662	1	#FF0000	02	normal-normal
A0A0K2GEZ8	A0A0K2GFQ2	PF00361-PF00662	1	#FF0000	03	complement-complement
A0A0K2GEN9	A0A0K2GFQ2	PF00361-PF00662	1	#FF0000	02	complement-complement
A0A0K2GFM1	A0A0K2GFB3	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A0S4L9Q5	A0A0S4L6Z8	PF00361-PF00662	1	#FF0000	04	normal-complement
A0A0S4L9Q5	A0A0S4LBS0	PF00361-PF00662	1	#FF0000	01	normal-normal
D8PE42	D8PE41	PF00361-PF00662	1	#FF0000	01	normal-normal
M1YUI3	M1YUB7	PF00361-PF00662	1	#FF0000	02	complement-complement
A0A2T4UH61	A0A2T4UH93	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1G5VYI9	A0A1G5VZC7	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1V3R6P2	A0A1V3R6J5	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A142EQ77	A0A142EQ76	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2P8E1Z4	A0A2P8E1Z6	PF00361-PF00662	1	#FF0000	01	normal-normal
R7ZRT2	R7ZS02	PF00361-PF00662	1	#FF0000	01	normal-normal
U5C588	U5C365	PF00361-PF00662	1	#FF0000	01	complement-complement
M7XSE8	M7Y2K1	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1W2H095	A0A1W2GZV7	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1G5SCD9	A0A1G5SCF2	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1G5SCD9	A0A1G5SCM5	PF00361-PF00662	1	#FF0000	04	complement-complement
A0A1H3NWY4	A0A1H3NWJ1	PF00361-PF00662	1	#FF0000	07	complement-complement
A0A1H3NWY4	A0A1H3NXV2	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1H3PBM1	A0A1H3PBK0	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1K1MSS5	A0A1K1MPF2	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1H8WUI0	A0A1H8WUI4	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1I5A1S2	A0A1I5A1P1	PF00361-PF00662	1	#FF0000	01	complement-complement
Q2YB56	Q2YB55	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1N6IE16	A0A1N6IE32	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A0C4WR01	A0A0C4WN94	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1G3CWI8	A0A1G3CWK9	PF00361-PF00662	1	#FF0000	01	complement-complement
C1DDM9	C1DDN0	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2K8Z1C5	A0A2K8Z1K1	PF00361-PF00662	1	#FF0000	01	normal-normal
D2QK53	D2QK54	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1T5J1K4	A0A1T5J165	PF00361-PF00662	1	#FF0000	01	complement-complement
F8EII3	F8EII4	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1M5LBJ3	A0A1M5LAA0	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1S2VRD2	A0A1S2VQA9	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1W6E8F0	A0A1W6E878	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0C9PL53	A0A0C9Q199	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A142L3G7	A0A142L3G6	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1M5F1Y9	A0A1M5F231	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2S1LJF0	A0A2S1LJD3	PF00361-PF00662	1	#FF0000	01	complement-complement
I2ERN2	I2ERN3	PF00361-PF00662	1	#FF0000	01	normal-normal
F4KV82	F4KV83	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A286IRZ4	A0A286ITY8	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A257L802	A0A257LA08	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1M7ZT03	A0A1M7ZSV0	PF00361-PF00662	1	#FF0000	01	complement-complement
A3J4M6	A3J4M7	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A199XSM0	A0A199XRN2	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A243SE63	A0A243SE12	PF00361-PF00662	1	#FF0000	01	normal-normal
G8X8V4	G8X8V3	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A257K9X5	A0A257KA71	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A257IV98	A0A257IVF2	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2U1JSK3	A0A2U1JTM8	PF00361-PF00662	1	#FF0000	01	normal-normal
F4KRX3	F4KRX2	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2N4X760	A0A2N4X786	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0N0CZK1	A0A0N0CZI1	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1H7FJL5	A0A1H7FJI8	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A085L4X7	A0A085L4X8	PF00361-PF00662	1	#FF0000	01	normal-normal
K4IQX2	K4IFN0	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A0U3KFZ5	A0A0U3BJL1	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A126T7G1	A0A126T8D5	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1W9JTL1	A0A1W9JTT4	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A177NS87	A0A177NS61	PF00361-PF00662	1	#FF0000	01	normal-normal
F9ZXP3	F9ZXP2	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A172U9X4	A0A172UA16	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1Z4BV20	A0A1Z4BUX7	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2S5PZK0	A0A2S5PZ99	PF00361-PF00662	1	#FF0000	01	complement-complement
V5BDU8	V5DVS4	PF00361-PF00662	1	#FF0000	01	normal-normal
V5BDU8	V5BUC8	PF00361-PF00662	1	#FF0000	04	normal-normal
A0A1R4GYX8	A0A1R4GZ04	PF00361-PF00662	1	#FF0000	01	normal-normal
H8GPU7	H8GPU6	PF00361-PF00662	1	#FF0000	01	complement-complement
H8GPU7	H8GPV0	PF00361-PF00662	1	#FF0000	03	complement-normal
I4B7I3	I4B7I4	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A109LXJ4	A0A109LXB2	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1C2FXG0	A0A1C2FX73	PF00361-PF00662	1	#FF0000	13	normal-normal
A0A1Q3SPE6	A0A1Q3SP72	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2I7N4G9	A0A2I7N4G1	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1S1WVV7	A0A1S1WVS5	PF00361-PF00662	1	#FF0000	01	normal-normal
Q7NT42	Q7NT41	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0U2QN05	A0A0U2ZKP3	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2S2E717	A0A2S2E728	PF00361-PF00662	1	#FF0000	01	complement-complement
M1F6F5	M1F8Z2	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A095VRV3	A0A095XWW6	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A098RHA2	A0A098RF58	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1G7UIU2	A0A1G7UJR6	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1I7BNY4	A0A1I7BNX7	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A291P688	A0A291P694	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1I6I557	A0A1I6I563	PF00361-PF00662	1	#FF0000	01	normal-normal
A4BLU1	A4BLU2	PF00361-PF00662	1	#FF0000	01	complement-complement
Q1N3C7	Q1N3C8	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A0F4P8B7	A0A0F4P530	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A222FI99	A0A222FHJ0	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A231HN82	A0A231HNQ9	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0X3UEY5	A0A0X3UGR4	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A074M8F0	A0A074M6N3	PF00361-PF00662	1	#FF0000	01	normal-normal
A3WEC3	A3WEC2	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A0N0K2Y8	A0A0N1BKE8	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A257G6P4	A0A257G6P2	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A0N1LGF5	A0A0N0K227	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1G3JX07	A0A1G3JVJ6	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1N7BMK1	A0A1N7BML9	PF00361-PF00662	1	#FF0000	01	complement-complement
A5G0Z4	A5G0Z5	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0P0NZ79	A0A0P0P000	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2R7LFS8	A0A2R7LFD7	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1I4D7G4	A0A1I4D7H5	PF00361-PF00662	1	#FF0000	01	complement-complement
Q13DE9	Q13DE8	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0F5Q142	A0A0F5Q0A4	PF00361-PF00662	1	#FF0000	01	complement-complement
B9JZ98	B9JZ99	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1M7D9H9	A0A1M7D9F4	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2U2CU83	A0A2U2CU85	PF00361-PF00662	1	#FF0000	01	complement-complement
Q160K9	Q160K8	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0P7YN68	A0A0P8C2F4	PF00361-PF00662	1	#FF0000	01	complement-complement
Q28SY7	Q28SY6	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A238J1Q0	A0A238J1E6	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0P0A9U2	A0A0P0A8J9	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A0F5FE63	A0A0F5FF08	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1Q9A8I8	A0A1Q9A8I6	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1W9JXW0	A0A1W9JXV9	PF00361-PF00662	1	#FF0000	01	normal-normal
D3P3I7	D3P3I8	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1C2E766	A0A1C2E7M5	PF00361-PF00662	1	#FF0000	01	complement-complement
D6V875	D6V876	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0F5LE65	A0A0F5LDR1	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1G7Y6L3	A0A1G7Y6T0	PF00361-PF00662	1	#FF0000	01	complement-complement
A8I0Y1	A8I0X8	PF00361-PF00662	1	#FF0000	01	normal-normal
B6IMM3	B6IMM2	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A0Q7I8V6	A0A0Q7IJP4	PF00361-PF00662	1	#FF0000	01	complement-complement
Q5H0S1	Q5H0S0	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2M8W6E0	A0A2M8W6D9	PF00361-PF00662	1	#FF0000	01	normal-normal
A4EHS2	A4EHS1	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A0Q0V9R5	A0A0Q0VB04	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1I6L525	A0A1I6L4I6	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1H3P3B8	A0A1H3P304	PF00361-PF00662	1	#FF0000	01	normal-normal
B7RH00	B7RH01	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A238LJQ6	A0A238LHJ0	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1H8GX46	A0A1H8GXB7	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1N7G2Z2	A0A1N7G2S8	PF00361-PF00662	1	#FF0000	01	complement-complement
E0MTC6	E0MTC7	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0P6ZZ54	A0A0P7AHM4	PF00361-PF00662	1	#FF0000	01	normal-normal
Q6N5H8	Q6N5H9	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A2T0X2B9	A0A2T0X2M0	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2E2E116	A0A2E2E109	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1W2E841	A0A1W2E936	PF00361-PF00662	1	#FF0000	01	normal-normal
B0UBZ5	B0UBZ6	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0Q6ZNE5	A0A0Q6ZY68	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1Q9ADL5	A0A1Q9ADN1	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1Q8ZW73	A0A1Q8ZWK3	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1Y5TI75	A0A1Y5TNR2	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A2G8R9G8	A0A2G8RAN0	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A1B0ZP99	A0A1B0ZP96	PF00361-PF00662	1	#FF0000	01	normal-normal
A0A1I4PZU9	A0A1I4PZB8	PF00361-PF00662	1	#FF0000	01	complement-complement
A0A0X3TZM7	A0A0X3TZQ4	PF00361-PF00662	1	#FF0000	01	complement-complement
